,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
564,Honda Jazz 1.5 S i DTEC,2015,63642,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,5650.0
1683,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2017,32642,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,34780.0
360,Maruti Swift Dzire VXi AT,2016,18000,Petrol,Automatic,First,18.5 kmpl,1197 CC,83.14 bhp,5.0,6200.0
4837,Hyundai EON Sportz,2017,46897,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,3610.0
3492,Audi A4 2.0 TDI Multitronic,2012,74002,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,18500.0
4964,BMW 3 Series 320d Prestige,2013,71000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,15000.0
3572,Audi A6 35 TDI Matrix,2017,36824,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,39840.0
2957,Nissan Micra Active XV,2016,41000,Petrol,Manual,First,19.69 kmpl,1198 CC,67.04 bhp,5.0,4250.0
34,Volkswagen Vento 1.6 Highline,2014,55431,Petrol,Manual,Second,16.09 kmpl,1598 CC,103.5 bhp,5.0,6980.0
651,Mercedes-Benz New C-Class C 250 CDI Avantgarde,2017,25559,Diesel,Automatic,First,19.71 kmpl,2143 CC,201.15 bhp,5.0,37930.0
2818,Hyundai Verna 1.6 SX CRDi (O),2016,16159,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,7830.0
5977,Tata Indica LEI,2006,78000,Petrol,Manual,Second,13.5 kmpl,1405 CC,60 bhp,5.0,1000.0
1079,Maruti Swift ZDi,2016,58000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,7550.0
493,Mercedes-Benz A Class A200 CDI Sport,2016,35437,Diesel,Automatic,First,20.0 kmpl,2143 CC,136 bhp,5.0,18580.0
2348,Mahindra XUV500 W8 2WD,2015,36096,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,8850.0
5601,BMW X1 xDrive 20d xLine,2017,23000,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,28750.0
3357,Hyundai Verna 1.6 SX,2012,65000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,6200.0
2155,Maruti Swift Dzire VXI,2013,40000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,3550.0
1889,Honda City i VTEC SV,2015,73070,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,5900.0
2073,Mini Cooper 5 DOOR D,2017,2000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5.0,34000.0
1287,Ford Figo Petrol LXI,2010,51192,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,2650.0
5822,Hyundai i20 Magna Optional 1.4 CRDi,2013,64500,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,3650.0
2840,Hyundai Verna 1.6 SX VTVT (O),2013,66930,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,6150.0
2329,Volkswagen Polo 1.5 TDI Highline,2015,63000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,5110.0
388,Hyundai Verna Transform VTVT,2010,95000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,5.0,2500.0
1892,Hyundai Creta 1.6 CRDi AT SX Plus,2017,37024,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,10970.0
4892,Maruti Swift Dzire VDI,2014,81768,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,5690.0
5396,Maruti Ertiga VDI,2018,51236,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,8490.0
1206,Maruti Ertiga VDI,2016,54000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,7750.0
557,Audi TT 2.0 TFSI,2013,12100,Petrol,Automatic,First,9.9 kmpl,1984 CC,207.8 bhp,2.0,29500.0
1143,Maruti Swift VDI BSIV,2013,23000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,5600.0
1647,Nissan Terrano XL,2013,31000,Petrol,Manual,First,13.24 kmpl,1598 CC,102.5 bhp,5.0,4950.0
2536,Skoda Rapid 1.5 TDI Ambition,2018,5833,Diesel,Manual,First,21.13 kmpl,1498 CC,108.4 bhp,5.0,11920.0
3313,Mahindra TUV 300 2015-2019 T8,2017,57259,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7.0,8870.0
438,Maruti Wagon R LXI BSII,2007,55100,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,1450.0
590,Renault Duster 85PS Diesel RxL,2014,55000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,4750.0
5004,Maruti Eeco 5 STR With AC Plus HTR CNG,2018,43912,CNG,Manual,First,15.1 km/kg,1196 CC,73 bhp,5.0,4330.0
1099,Hyundai i20 Sportz Option,2012,50000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,4000.0
5697,Hyundai Creta 1.4 CRDi S Plus,2015,32000,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5.0,10250.0
4191,Audi Q3 35 TDI Quattro Premium,2015,28000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,23750.0
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,2010,109000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,8260.0
3471,Volkswagen Vento 1.5 TDI Highline AT,2016,45492,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,10300.0
3257,Hyundai Verna 1.6 CRDi EX AT,2013,114000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,6750.0
190,Mahindra Scorpio 1.99 S10 4WD,2016,56739,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7.0,10310.0
649,Mahindra XUV500 W8 2WD,2012,72450,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,8100.0
4571,Maruti Alto K10 LXI,2016,35027,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,3000.0
5752,Honda City i DTEC V,2016,53000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,9750.0
5862,Toyota Etios G,2013,67000,Petrol,Manual,Second,16.78 kmpl,1496 CC,88.73 bhp,5.0,4050.0
3314,Honda Accord 2001-2003 2.3 VTi L AT,2010,84000,Petrol,Automatic,Second,11.1 kmpl,2354 CC,142 bhp,5.0,6500.0
1442,Honda City 1.5 S MT,2009,231673,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,2600.0
2830,Chevrolet Sail Hatchback LS ABS,2013,45000,Diesel,Manual,First,22.1 kmpl,1248 CC,76.9 bhp,5.0,3000.0
1527,Hyundai i10 Sportz,2012,49000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,3000.0
618,Maruti Vitara Brezza ZDi,2016,21558,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,8900.0
3607,Mercedes-Benz New C-Class C250 Avantgarde,2011,64000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5.0,12500.0
5928,Mahindra NuvoSport N6,2018,37323,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7.0,7290.0
4818,Tata Sumo EX,2015,84931,Diesel,Manual,First,15.3 kmpl,2956 CC,83.8 bhp,7.0,5290.0
4823,Volkswagen Polo Petrol Comfortline 1.2L,2012,64806,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,3650.0
2219,Skoda Rapid 1.6 MPI AT Elegance,2013,52900,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,4750.0
5487,Maruti Celerio VXI,2014,48000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,3250.0
443,Hyundai Santro GLS I - Euro I,2012,50243,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5.0,3350.0
4788,Volvo V40 D3 R Design,2015,38000,Diesel,Automatic,Second,16.8 kmpl,1969 CC,150 bhp,5.0,24000.0
2313,Volkswagen Vento 1.5 TDI Trendline,2011,47000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,3250.0
4512,Maruti Swift Dzire LXI,2013,59350,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,4160.0
3642,Chevrolet Spark 1.0 LT,2008,62000,Petrol,Manual,Third,18.0 kmpl,995 CC,62 bhp,5.0,1100.0
4033,Ford Fiesta 1.4 Duratec ZXI,2006,69000,Petrol,Manual,First,16.6 kmpl,1388 CC,68 bhp,5.0,2150.0
760,Maruti A-Star Vxi,2009,85000,Petrol,Manual,Third,19.0 kmpl,998 CC,66.1 bhp,5.0,1800.0
5938,Ford Figo Aspire 1.5 TDCi Titanium Plus,2016,33554,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5.0,6220.0
5225,Honda Amaze VX i-DTEC,2016,138000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,5150.0
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,29161,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,39410.0
3174,Hyundai Verna 1.6 SX,2011,34994,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,3900.0
1066,Skoda Laura Elegance MT,2010,82407,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5.0,4250.0
1019,Tata Manza Aura Safire BS IV,2010,75695,Petrol,Manual,First,13.7 kmpl,1368 CC,88.8 bhp,5.0,1850.0
2316,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,2012,67000,Diesel,Manual,First,19.33 kmpl,1968 CC,138.1 bhp,5.0,5000.0
290,Tata Zest Quadrajet 1.3 75PS XE,2018,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,5250.0
2609,BMW 5 Series 2013-2017 520d Luxury Line,2016,30000,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5.0,31500.0
5346,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,2013,63716,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,23000.0
2927,Maruti Celerio ZXI AT,2016,30000,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,5.0,4250.0
613,Mahindra Bolero ZLX BSIII,2000,124000,Diesel,Manual,First,13.6 kmpl,2523 CC,63 bhp,7.0,1950.0
5805,Skoda Rapid 1.6 MPI Ambition,2019,21214,Petrol,Manual,First,15.41 kmpl,1598 CC,103.52 bhp,5.0,9660.0
771,Toyota Innova 2.5 V Diesel 8-seater,2016,50000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,15650.0
2767,Mercedes-Benz GLE 350d,2018,30706,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,59290.0
82,Honda Amaze SX i-VTEC,2016,54944,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,4820.0
1291,Toyota Innova 2.5 ZX Diesel 7 Seater,2015,57854,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,12500.0
4162,Hyundai EON Era Plus,2012,60500,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,2600.0
3801,Hyundai i10 Sportz 1.2,2013,59000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,3450.0
726,Ford EcoSport 1.5 Ti VCT AT Titanium,2018,37630,Petrol,Automatic,First,15.63 kmpl,1499 CC,110.4 bhp,5.0,9100.0
2742,BMW 5 Series 520d Luxury Line,2013,90000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,19500.0
935,Renault Duster 85PS Diesel RxL,2015,91000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,5750.0
5391,Mahindra XUV500 W8 2WD,2012,82103,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,6200.0
3312,Mahindra XUV500 W6 2WD,2015,82000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,8750.0
5690,Maruti Omni 5 Seater BSIV,2019,4721,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,4110.0
3461,Maruti SX4 S Cross DDiS 200 Zeta,2016,82497,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5.0,8990.0
2944,Tata Manza Aura Quadrajet,2010,76000,Diesel,Manual,First,18.8 kmpl,1248 CC,90 bhp,5.0,2700.0
2167,Honda City 1.5 V AT,2011,57000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,4400.0
5926,Maruti 800 DX BSII,2000,78000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4.0,550.0
3182,Maruti Swift Dzire VDI,2013,43284,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,4500.0
4847,Honda Brio S MT,2013,32807,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,2750.0
5683,Ford Ecosport 1.5 Ti VCT MT Titanium,2013,58000,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,7500.0
5771,Volkswagen Vento 1.5 TDI Highline,2015,85000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,6000.0
5199,Maruti Celerio VXI AT,2016,7100,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,4350.0
2506,Audi A4 35 TDI Premium,2016,39644,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,25750.0
3579,Maruti Swift LXi BSIV,2010,71000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5.0,3300.0
1600,Honda City i VTEC SV,2016,36367,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,7730.0
2631,Hyundai Creta 1.6 CRDi SX Option,2016,11554,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,14250.0
1546,Maruti Omni 8 Seater BSIV,2013,34834,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,2600.0
2702,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,25299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,10340.0
2103,Mahindra KUV 100 mFALCON D75 K4,2016,34079,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6.0,3700.0
4453,Maruti Zen Estilo 1.1 VXI BSIII,2007,75180,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5.0,1650.0
853,Audi A4 2.0 TDI,2011,46000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5.0,10990.0
3453,BMW 5 Series 2003-2012 530d,2016,18090,Diesel,Automatic,First,16.2 kmpl,2993 CC,258 bhp,5.0,45730.0
3778,Hyundai Verna CRDi,2008,90000,Diesel,Manual,Second,16.8 kmpl,1493 CC,110 bhp,5.0,2250.0
5678,Honda City V MT,2011,46000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,4150.0
2012,Honda City 1.5 S MT,2011,95936,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,4100.0
1437,Ford EcoSport 1.5 Petrol Titanium,2018,17000,Petrol,Manual,First,17.0 kmpl,1497 CC,121.36 bhp,5.0,9200.0
2031,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,100000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,10250.0
2343,Hyundai Santro AT,2006,74483,Petrol,Automatic,First,0.0 kmpl,999 CC,null bhp,5.0,2300.0
234,Ford Figo Diesel EXI,2012,41284,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,2500.0
136,Maruti Alto LXi BSIII,2010,94385,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,1600.0
1585,Maruti Wagon R VXI Minor ABS,2013,36716,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5.0,3020.0
3224,Tata Sumo EX,2016,46300,Diesel,Manual,First,14.07 kmpl,1948 CC,83.1 bhp,7.0,4850.0
2863,Audi A6 2011-2015 2.0 TDI,2013,70998,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,20570.0
5814,Hyundai Grand i10 Magna,2015,21000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,3750.0
933,Honda Amaze SX i-VTEC,2016,33000,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,6500.0
530,Maruti Ertiga ZXI,2014,13361,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,6800.0
1401,Maruti Alto LXi,2010,48105,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,3100.0
2842,Hyundai Santro GLS II - Euro II,2012,43000,Petrol,Manual,First,0.0 kmpl,,,,3250.0
2034,Ford Ecosport 1.5 DV5 MT Titanium,2014,85670,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,6250.0
55,Volkswagen Vento 2013-2015 1.6 Comfortline,2015,39000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5.0,3990.0
1694,Hyundai i10 Sportz AT,2013,21000,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,3960.0
4147,Maruti Dzire VDI,2017,54758,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,6670.0
315,Tata Sumo Delux,2000,158000,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,7.0,1500.0
304,Tata Indigo LX,2013,59138,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5.0,2580.0
2802,Maruti Swift VXi BSIV,2017,12000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5.0,5500.0
1222,Mahindra Scorpio VLX 2.2 mHawk BSIII,2012,62729,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,6320.0
4912,Hyundai Creta 1.6 CRDi SX Option,2016,52553,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,12260.0
4484,Skoda Laura 1.9 TDI MT Ambiente,2010,95000,Diesel,Manual,Second,17.0 kmpl,1896 CC,105 bhp,5.0,3250.0
5449,Hyundai i20 1.2 Magna,2013,56127,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,5150.0
3081,Hyundai i20 1.4 Asta CRDi with AVN,2012,75000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,4000.0
4858,Audi A4 35 TDI Technology,2017,14000,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5.0,43000.0
1344,Toyota Corolla Altis 2008-2013 1.8 VL AT,2008,78000,Petrol,Automatic,Second,14.53 kmpl,1794 CC,138.1 bhp,5.0,3410.0
2799,Mahindra Scorpio VLX 2.2 mHawk BSIII,2010,72000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,4400.0
2522,Mahindra Scorpio 2.6 CRDe,2005,60000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8.0,4000.0
177,Hyundai i20 Asta 1.4 CRDi,2014,29000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,8350.0
5432,Maruti Zen LX,2002,99024,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5.0,950.0
1025,Chevrolet Beat Diesel,2014,52398,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,2470.0
4613,Ford Figo Aspire 1.2 Ti-VCT Trend,2016,18000,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,4900.0
5993,Hyundai Elantra SX,2014,55619,Petrol,Manual,First,16.3 kmpl,1797 CC,147.5 bhp,5.0,8300.0
4514,Hyundai Xcent 1.2 Kappa AT SX Option,2016,45560,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,5.0,6340.0
5437,Mahindra XUV500 AT W10 FWD,2017,21000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7.0,16500.0
2670,Mercedes-Benz New C-Class C 220 CDI CLASSIC,2013,81456,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5.0,14250.0
2917,Maruti Ignis 1.2 AMT Alpha,2019,3906,Petrol,Automatic,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,7360.0
2337,Hyundai i10 Sportz,2012,42591,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,3200.0
5475,Ford Figo Diesel EXI,2011,76000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,2400.0
3021,Skoda Laura Ambiente 2.0 TDI CR MT,2013,81755,Diesel,Manual,First,20.0 kmpl,1968 CC,108.5 bhp,5.0,4750.0
5922,Volkswagen Vento Petrol Highline,2015,57026,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,5540.0
3035,Maruti Swift Lxi BSIII,2009,53001,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,1950.0
4569,Mitsubishi Pajero 2.8 SFX,2008,160000,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,8750.0
4575,Skoda Superb Ambition 2.0 TDI CR AT,2012,56400,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,8000.0
5425,Hyundai Grand i10 CRDi Sportz,2015,58397,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,4900.0
5773,Maruti SX4 Vxi BSIV,2011,52000,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,2600.0
1473,Toyota Fortuner 4x2 4 Speed AT,2012,152000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7.0,16500.0
2883,Tata Venture EX,2011,51482,Diesel,Manual,First,15.42 kmpl,1405 CC,70 bhp,8.0,2500.0
2322,Tata Nano XT,2011,50000,Petrol,Manual,Second,23.9 kmpl,624 CC,37.48 bhp,4.0,750.0
3805,Volkswagen Polo Petrol Highline 1.2L,2013,57000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,3750.0
4481,Skoda Superb Style 2.0 TDI AT,2015,19000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5.0,15500.0
5469,Hyundai i20 Magna,2009,69000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5.0,2400.0
4449,Hyundai Elite i20 Petrol Asta,2016,56911,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,6540.0
5321,Maruti Eeco 7 Seater Standard,2014,34670,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7.0,2900.0
4289,Hyundai Verna Transform Xxi ABS,2011,60000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,5.0,3950.0
3190,Toyota Innova Crysta 2.8 GX AT,2018,20300,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,18000.0
5530,Land Rover Freelander 2 SE,2014,59885,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5.0,20110.0
4579,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2014,100000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,25000.0
1411,Hyundai Verna CRDi SX,2013,75000,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,6000.0
5226,Mahindra XUV500 W8 2WD,2013,140000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7.0,9000.0
3411,Maruti Alto 800 VXI,2017,38000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,3110.0
1163,Tata Indica GLS BS IV,2007,108995,Petrol,Manual,First,15.3 kmpl,1193 CC,65.3 bhp,5.0,1250.0
3628,Maruti Swift VDI BSIV W ABS,2016,70478,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,6860.0
3826,Hyundai i20 Magna,2010,38000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,2230.0
201,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,20000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9000.0
4746,Maruti Wagon R LXI BS IV,2011,68000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,2500.0
3522,Hyundai Santro GLS II - Euro II,2012,66400,Petrol,Manual,First,0.0 kmpl,,,,2660.0
2184,Ford Figo Diesel Titanium,2013,65000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,3900.0
1490,Hyundai Creta 1.6 SX Automatic Diesel,2016,55000,Diesel,Automatic,First,17.6 kmpl,1582 CC,126.2 bhp,5.0,12500.0
1511,Volvo V40 Cross Country D3,2013,92000,Diesel,Automatic,First,23.3 kmpl,1984 CC,150 bhp,5.0,16000.0
1974,BMW 7 Series 740Li,2018,28060,Petrol,Automatic,First,12.05 kmpl,2979 CC,320 bhp,5.0,93670.0
385,Honda City i VTEC VX Option,2016,28000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,8750.0
4307,Mahindra XUV500 W8 2WD,2013,44000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,7250.0
3901,Toyota Corolla Altis 1.8 G CNG,2010,63000,CNG,Manual,Second,14.53 km/kg,1798 CC,138 bhp,5.0,3350.0
1058,Maruti Wagon R VXI,2016,22000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,3700.0
3521,Mercedes-Benz S Class 2005 2013 S 350 CDI,2009,98000,Diesel,Automatic,Second,13.5 kmpl,2987 CC,282 bhp,5.0,25000.0
3970,Volkswagen Vento Diesel Trendline,2011,41000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,4000.0
3071,Volkswagen Vento Petrol Highline AT,2012,61000,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5.0,3750.0
2913,Ford Figo Diesel ZXI,2011,72000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,2900.0
3198,Mahindra XUV500 W7,2018,9000,Diesel,Manual,First,14.0 kmpl,2179 CC,155 bhp,7.0,13000.0
4111,Hyundai EON D Lite Plus Option,2016,25350,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,2550.0
3491,Mahindra Quanto C4,2012,90049,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7.0,3800.0
1922,Chevrolet Beat LT,2012,83381,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5.0,2210.0
1709,Maruti Swift VXI Optional,2017,37124,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,5440.0
4813,Audi Q5 2008-2012 2.0 TDI,2013,80127,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5.0,23680.0
3457,Tata Indigo LS,2008,99000,Diesel,Manual,Second,17.0 kmpl,1405 CC,70 bhp,5.0,1600.0
4142,Honda City 1.5 S MT,2011,60000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,4950.0
1184,Mercedes-Benz B Class B180,2014,42070,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,11570.0
